species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,average_body_mass_x,average_flipper_length_x,average_body_mass_y,average_flipper_length_y,body_mass_standardized
Chinstrap,Dream,47.5,16.8,199.0,3900.0,FEMALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-0.3819089788675403
Chinstrap,Dream,47.6,18.3,195.0,3850.0,FEMALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-0.44409758031638674
Chinstrap,Dream,52.0,20.7,210.0,4800.0,MALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,0.737485847211695
Chinstrap,Dream,46.9,16.6,192.0,2700.0,FEMALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-1.874435413639854
Chinstrap,Dream,53.5,19.9,205.0,4500.0,MALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,0.36435423851861654
Chinstrap,Dream,49.0,19.5,210.0,3950.0,MALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-0.3197203774186939
Chinstrap,Dream,46.2,17.5,187.0,3650.0,FEMALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-0.6928519861117723
Chinstrap,Dream,50.9,19.1,196.0,3550.0,MALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-0.8172291890094652
Chinstrap,Dream,45.5,17.0,196.0,3500.0,FEMALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-0.8794177904583116
Chinstrap,Dream,50.9,17.9,196.0,3675.0,FEMALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-0.6617576853873491
Chinstrap,Dream,50.8,18.5,201.0,4450.0,MALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,0.3021656370697701
Chinstrap,Dream,50.1,17.9,190.0,3400.0,FEMALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-1.0037949933560044
Chinstrap,Dream,49.0,19.6,212.0,4300.0,MALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,0.1155998327232309
Chinstrap,Dream,51.5,18.7,187.0,3250.0,MALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-1.1903607977025437
Chinstrap,Dream,49.8,17.3,198.0,3675.0,FEMALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-0.6617576853873491
Chinstrap,Dream,48.1,16.4,199.0,3325.0,FEMALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-1.097077895529274
Chinstrap,Dream,51.4,19.0,201.0,3950.0,MALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-0.3197203774186939
Chinstrap,Dream,45.7,17.3,193.0,3600.0,FEMALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-0.7550405875606188
Chinstrap,Dream,50.7,19.7,203.0,4050.0,MALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-0.1953431745210011
Chinstrap,Dream,42.5,17.3,187.0,3350.0,FEMALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-1.0659835948048508
Chinstrap,Dream,52.2,18.8,197.0,3450.0,MALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-0.941606391907158
Chinstrap,Dream,45.2,16.6,191.0,3250.0,FEMALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-1.1903607977025437
Chinstrap,Dream,49.3,19.9,203.0,4050.0,MALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-0.1953431745210011
Chinstrap,Dream,50.2,18.8,202.0,3800.0,MALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-0.5062861817652331
Chinstrap,Dream,45.6,19.4,194.0,3525.0,FEMALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-0.8483234897338884
Chinstrap,Dream,51.9,19.5,206.0,3950.0,MALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-0.3197203774186939
Chinstrap,Dream,46.8,16.5,189.0,3650.0,FEMALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-0.6928519861117723
Chinstrap,Dream,45.7,17.0,195.0,3650.0,FEMALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-0.6928519861117723
Chinstrap,Dream,55.8,19.8,207.0,4000.0,MALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-0.25753177596984755
Chinstrap,Dream,43.5,18.1,202.0,3400.0,FEMALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-1.0037949933560044
Chinstrap,Dream,49.6,18.2,193.0,3775.0,MALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-0.5373804824896563
Chinstrap,Dream,50.8,19.0,210.0,4100.0,MALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-0.13315457307215472
Chinstrap,Dream,50.2,18.7,198.0,3775.0,FEMALE,3733.0882352941176,195.8235294117647,3733.0882352941176,195.8235294117647,-0.5373804824896563
Gentoo,Biscoe,46.1,13.2,211.0,4500.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.36435423851861654
Gentoo,Biscoe,50.0,16.3,230.0,5700.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.8568806732909302
Gentoo,Biscoe,48.7,14.1,210.0,4450.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.3021656370697701
Gentoo,Biscoe,50.0,15.2,218.0,5700.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.8568806732909302
Gentoo,Biscoe,47.6,14.5,215.0,5400.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.483749064597852
Gentoo,Biscoe,46.5,13.5,210.0,4550.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.42654283996746295
Gentoo,Biscoe,45.4,14.6,211.0,4800.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.737485847211695
Gentoo,Biscoe,46.7,15.3,219.0,5200.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.2349946588024663
Gentoo,Biscoe,43.3,13.4,209.0,4400.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.23997703562092373
Gentoo,Biscoe,46.8,15.4,215.0,5150.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.1728060573536199
Gentoo,Biscoe,40.9,13.7,214.0,4650.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.5509200428651557
Gentoo,Biscoe,49.0,16.1,216.0,5550.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.670314868944391
Gentoo,Biscoe,45.5,13.7,214.0,4650.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.5509200428651557
Gentoo,Biscoe,48.4,14.6,213.0,5850.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,2.0434464776374694
Gentoo,Biscoe,45.8,14.6,210.0,4200.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,-0.008777370174461903
Gentoo,Biscoe,49.3,15.7,217.0,5850.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,2.0434464776374694
Gentoo,Biscoe,42.0,13.5,210.0,4150.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,-0.07096597162330831
Gentoo,Biscoe,49.2,15.2,221.0,6300.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,2.603143890677087
Gentoo,Biscoe,46.2,14.5,209.0,4800.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.737485847211695
Gentoo,Biscoe,48.7,15.1,222.0,5350.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.4215604631490055
Gentoo,Biscoe,50.2,14.3,218.0,5700.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.8568806732909302
Gentoo,Biscoe,45.1,14.5,215.0,5000.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.9862402530070806
Gentoo,Biscoe,46.5,14.5,213.0,4400.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.23997703562092373
Gentoo,Biscoe,46.3,15.8,215.0,5050.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.048428854455927
Gentoo,Biscoe,42.9,13.1,215.0,5000.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.9862402530070806
Gentoo,Biscoe,46.1,15.1,215.0,5100.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.1106174559047735
Gentoo,Biscoe,47.8,15.0,215.0,5650.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.7946920718420838
Gentoo,Biscoe,48.2,14.3,210.0,4600.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.48873144141630936
Gentoo,Biscoe,50.0,15.3,220.0,5550.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.670314868944391
Gentoo,Biscoe,47.3,15.3,222.0,5250.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.2971832602513127
Gentoo,Biscoe,42.8,14.2,209.0,4700.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.6131086443140021
Gentoo,Biscoe,45.1,14.5,207.0,5050.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.048428854455927
Gentoo,Biscoe,59.6,17.0,230.0,6050.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,2.292200883432855
Gentoo,Biscoe,49.1,14.8,220.0,5150.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.1728060573536199
Gentoo,Biscoe,48.4,16.3,220.0,5400.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.483749064597852
Gentoo,Biscoe,42.6,13.7,213.0,4950.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.9240516515582342
Gentoo,Biscoe,44.4,17.3,219.0,5250.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.2971832602513127
Gentoo,Biscoe,44.0,13.6,208.0,4350.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.17778843417207732
Gentoo,Biscoe,48.7,15.7,208.0,5350.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.4215604631490055
Gentoo,Biscoe,42.7,13.7,208.0,3950.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,-0.3197203774186939
Gentoo,Biscoe,49.6,16.0,225.0,5700.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.8568806732909302
Gentoo,Biscoe,45.3,13.7,210.0,4300.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.1155998327232309
Gentoo,Biscoe,49.6,15.0,216.0,4750.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.6752972457628486
Gentoo,Biscoe,50.5,15.9,222.0,5550.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.670314868944391
Gentoo,Biscoe,43.6,13.9,217.0,4900.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.8618630501093878
Gentoo,Biscoe,45.5,13.9,210.0,4200.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,-0.008777370174461903
Gentoo,Biscoe,50.5,15.9,225.0,5400.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.483749064597852
Gentoo,Biscoe,44.9,13.3,213.0,5100.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.1106174559047735
Gentoo,Biscoe,45.2,15.8,215.0,5300.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.3593718617001591
Gentoo,Biscoe,46.6,14.2,210.0,4850.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.7996744486605414
Gentoo,Biscoe,48.5,14.1,220.0,5300.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.3593718617001591
Gentoo,Biscoe,45.1,14.4,210.0,4400.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.23997703562092373
Gentoo,Biscoe,50.1,15.0,225.0,5000.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.9862402530070806
Gentoo,Biscoe,46.5,14.4,217.0,4900.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.8618630501093878
Gentoo,Biscoe,45.0,15.4,220.0,5050.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.048428854455927
Gentoo,Biscoe,43.8,13.9,208.0,4300.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.1155998327232309
Gentoo,Biscoe,45.5,15.0,220.0,5000.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.9862402530070806
Gentoo,Biscoe,43.2,14.5,208.0,4450.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.3021656370697701
Gentoo,Biscoe,50.4,15.3,224.0,5550.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.670314868944391
Gentoo,Biscoe,45.3,13.8,208.0,4200.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,-0.008777370174461903
Gentoo,Biscoe,46.2,14.9,221.0,5300.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.3593718617001591
Gentoo,Biscoe,45.7,13.9,214.0,4400.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.23997703562092373
Gentoo,Biscoe,54.3,15.7,231.0,5650.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.7946920718420838
Gentoo,Biscoe,45.8,14.2,219.0,4700.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.6131086443140021
Gentoo,Biscoe,49.8,16.8,230.0,5700.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.8568806732909302
Gentoo,Biscoe,49.5,16.2,229.0,5800.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.981257876188623
Gentoo,Biscoe,43.5,14.2,220.0,4700.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.6131086443140021
Gentoo,Biscoe,50.7,15.0,223.0,5550.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.670314868944391
Gentoo,Biscoe,47.7,15.0,216.0,4750.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.6752972457628486
Gentoo,Biscoe,46.4,15.6,221.0,5000.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.9862402530070806
Gentoo,Biscoe,48.2,15.6,221.0,5100.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.1106174559047735
Gentoo,Biscoe,46.5,14.8,217.0,5200.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.2349946588024663
Gentoo,Biscoe,46.4,15.0,216.0,4700.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.6131086443140021
Gentoo,Biscoe,48.6,16.0,230.0,5800.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.981257876188623
Gentoo,Biscoe,47.5,14.2,209.0,4600.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.48873144141630936
Gentoo,Biscoe,51.1,16.3,220.0,6000.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,2.230012281984009
Gentoo,Biscoe,45.2,13.8,215.0,4750.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.6752972457628486
Gentoo,Biscoe,45.2,16.4,223.0,5950.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,2.1678236805351623
Gentoo,Biscoe,49.1,14.5,212.0,4625.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.5198257421407325
Gentoo,Biscoe,52.5,15.6,221.0,5450.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.5459376660466984
Gentoo,Biscoe,47.4,14.6,212.0,4725.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.6442029450384253
Gentoo,Biscoe,50.0,15.9,224.0,5350.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.4215604631490055
Gentoo,Biscoe,44.9,13.8,212.0,4750.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.6752972457628486
Gentoo,Biscoe,50.8,17.3,228.0,5600.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.7325034703932374
Gentoo,Biscoe,43.4,14.4,218.0,4600.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.48873144141630936
Gentoo,Biscoe,51.3,14.2,218.0,5300.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.3593718617001591
Gentoo,Biscoe,47.5,14.0,212.0,4875.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.8307687493849646
Gentoo,Biscoe,52.1,17.0,230.0,5550.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.670314868944391
Gentoo,Biscoe,47.5,15.0,218.0,4950.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.9240516515582342
Gentoo,Biscoe,52.2,17.1,228.0,5400.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.483749064597852
Gentoo,Biscoe,45.5,14.5,212.0,4750.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.6752972457628486
Gentoo,Biscoe,49.5,16.1,224.0,5650.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.7946920718420838
Gentoo,Biscoe,44.5,14.7,214.0,4850.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.7996744486605414
Gentoo,Biscoe,50.8,15.7,226.0,5200.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.2349946588024663
Gentoo,Biscoe,49.4,15.8,216.0,4925.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.892957350833811
Gentoo,Biscoe,46.9,14.6,222.0,4875.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.8307687493849646
Gentoo,Biscoe,48.4,14.4,203.0,4625.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.5198257421407325
Gentoo,Biscoe,51.1,16.5,225.0,5250.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.2971832602513127
Gentoo,Biscoe,48.5,15.0,219.0,4850.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.7996744486605414
Gentoo,Biscoe,55.9,17.0,228.0,5600.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.7325034703932374
Gentoo,Biscoe,47.2,15.5,215.0,4975.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.9551459522826574
Gentoo,Biscoe,49.1,15.0,228.0,5500.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.6081262674955448
Gentoo,Biscoe,46.8,16.1,215.0,5500.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.6081262674955448
Gentoo,Biscoe,41.7,14.7,210.0,4700.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.6131086443140021
Gentoo,Biscoe,53.4,15.8,219.0,5500.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.6081262674955448
Gentoo,Biscoe,43.3,14.0,208.0,4575.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.45763714069188616
Gentoo,Biscoe,48.1,15.1,209.0,5500.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.6081262674955448
Gentoo,Biscoe,50.5,15.2,216.0,5000.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.9862402530070806
Gentoo,Biscoe,49.8,15.9,229.0,5950.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,2.1678236805351623
Gentoo,Biscoe,43.5,15.2,213.0,4650.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.5509200428651557
Gentoo,Biscoe,51.5,16.3,230.0,5500.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.6081262674955448
Gentoo,Biscoe,46.2,14.1,217.0,4375.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.20888273489650053
Gentoo,Biscoe,55.1,16.0,230.0,5850.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,2.0434464776374694
Gentoo,Biscoe,48.8,16.2,222.0,6000.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,2.230012281984009
Gentoo,Biscoe,47.2,13.7,214.0,4925.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.892957350833811
Gentoo,Biscoe,46.8,14.3,215.0,4850.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,0.7996744486605414
Gentoo,Biscoe,50.4,15.7,222.0,5750.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.9190692747397766
Gentoo,Biscoe,45.2,14.8,212.0,5200.0,FEMALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.2349946588024663
Gentoo,Biscoe,49.9,16.1,213.0,5400.0,MALE,5092.436974789916,217.23529411764707,5092.436974789916,217.23529411764707,1.483749064597852
